,USAGE,season,period,cost,storage_available,storage_send,grid_store,purchase_peak,purchase_offpeak,grid_demand_peak,grid_demand_offpeak
2011-01-01 08:00:00,1.002,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.002,0.0,1.002
2011-01-01 09:00:00,0.867,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.867,0.0,0.867
2011-01-01 10:00:00,0.787,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.787,0.0,0.787
2011-01-01 11:00:00,0.721,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.721,0.0,0.721
2011-01-01 12:00:00,0.75,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.75,0.0,0.75
2011-01-01 13:00:00,0.872,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.872,0.0,0.872
2011-01-01 14:00:00,0.868,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.868,0.0,0.868
2011-01-01 15:00:00,0.892,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.892,0.0,0.892
2011-01-01 16:00:00,1.008,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.008,0.0,1.008
2011-01-01 17:00:00,1.129,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.129,0.0,1.129
2011-01-01 18:00:00,1.107,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.107,0.0,1.107
2011-01-01 19:00:00,1.103,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.103,0.0,1.103
2011-01-01 20:00:00,1.075,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.075,0.0,1.075
2011-01-01 21:00:00,1.061,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.061,0.0,1.061
2011-01-01 22:00:00,0.9490000000000001,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.9490000000000001,0.0,0.9490000000000001
2011-01-01 23:00:00,0.9530000000000001,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.9530000000000001,0.0,0.9530000000000001
2011-01-02 00:00:00,1.057,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.057,0.0,1.057
2011-01-02 01:00:00,1.449,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.449,0.0,1.449
2011-01-02 02:00:00,1.5090000000000001,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.5090000000000001,0.0,1.5090000000000001
2011-01-02 03:00:00,1.446,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.446,0.0,1.446
2011-01-02 04:00:00,1.4000000000000001,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.4000000000000001,0.0,1.4000000000000001
2011-01-02 05:00:00,1.2650000000000001,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.2650000000000001,0.0,1.2650000000000001
2011-01-02 06:00:00,1.043,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.043,0.0,1.043
2011-01-02 07:00:00,0.864,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.864,0.0,0.864
2011-01-02 08:00:00,0.853,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.853,0.0,0.853
2011-01-02 09:00:00,0.762,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.762,0.0,0.762
2011-01-02 10:00:00,0.749,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.749,0.0,0.749
2011-01-02 11:00:00,0.716,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.716,0.0,0.716
2011-01-02 12:00:00,0.704,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.704,0.0,0.704
2011-01-02 13:00:00,0.794,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.794,0.0,0.794
2011-01-02 14:00:00,0.926,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.926,0.0,0.926
2011-01-02 15:00:00,1.041,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.041,0.0,1.041
2011-01-02 16:00:00,1.111,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.111,0.0,1.111
2011-01-02 17:00:00,1.193,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.193,0.0,1.193
2011-01-02 18:00:00,1.182,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.182,0.0,1.182
2011-01-02 19:00:00,1.149,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.149,0.0,1.149
2011-01-02 20:00:00,1.111,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.111,0.0,1.111
2011-01-02 21:00:00,1.014,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.014,0.0,1.014
2011-01-02 22:00:00,0.967,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.967,0.0,0.967
2011-01-02 23:00:00,1.0050000000000001,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.0050000000000001,0.0,1.0050000000000001
2011-01-03 00:00:00,1.09,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.09,0.0,1.09
2011-01-03 01:00:00,1.405,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.405,0.0,1.405
2011-01-03 02:00:00,1.5,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.5,0.0,1.5
2011-01-03 03:00:00,1.4040000000000001,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.4040000000000001,0.0,1.4040000000000001
2011-01-03 04:00:00,1.314,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.314,0.0,1.314
2011-01-03 05:00:00,1.247,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.247,0.0,1.247
2011-01-03 06:00:00,1.089,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.089,0.0,1.089
2011-01-03 07:00:00,0.924,non_summer,peak,0.18266,6.0,0.924,0.0,0.0,0.0,0.0,0.0
2011-01-03 08:00:00,0.808,non_summer,peak,0.18266,5.076,0.808,0.0,0.0,0.0,0.0,0.0
2011-01-03 09:00:00,0.748,non_summer,peak,0.18266,4.268,0.748,0.0,0.0,0.0,0.0,0.0
2011-01-03 10:00:00,0.714,non_summer,peak,0.18266,3.5199999999999996,0.714,0.0,0.0,0.0,0.0,0.0
2011-01-03 11:00:00,0.6900000000000001,non_summer,offpeak,0.05209,2.8059999999999996,0.0,0.24,0.0,0.93,0.0,0.6900000000000001
2011-01-03 12:00:00,0.711,non_summer,offpeak,0.05209,3.0459999999999994,0.0,0.24,0.0,0.951,0.0,0.711
2011-01-03 13:00:00,0.8290000000000001,non_summer,offpeak,0.05209,3.2859999999999996,0.0,0.24,0.0,1.069,0.0,0.8290000000000001
2011-01-03 14:00:00,0.964,non_summer,offpeak,0.05209,3.526,0.0,0.24,0.0,1.204,0.0,0.964
2011-01-03 15:00:00,0.962,non_summer,offpeak,0.05209,3.766,0.0,0.24,0.0,1.202,0.0,0.962
2011-01-03 16:00:00,1.05,non_summer,offpeak,0.05209,4.006,0.0,0.24,0.0,1.29,0.0,1.05
2011-01-03 17:00:00,1.096,non_summer,peak,0.18266,4.246,1.096,0.0,0.0,0.0,0.0,0.0
2011-01-03 18:00:00,1.111,non_summer,peak,0.18266,3.1500000000000004,1.111,0.0,0.0,0.0,0.0,0.0
2011-01-03 19:00:00,1.127,non_summer,peak,0.18266,2.0390000000000006,0.23900000000000077,0.0,0.8879999999999992,0.0,0.8879999999999992,0.0
2011-01-03 20:00:00,1.165,non_summer,peak,0.18266,1.7999999999999998,0.0,0.0,1.165,0.0,1.165,0.0
2011-01-03 21:00:00,1.055,non_summer,offpeak,0.05209,1.7999999999999998,0.0,0.24,0.0,1.295,0.0,1.055
2011-01-03 22:00:00,1.0070000000000001,non_summer,offpeak,0.05209,2.04,0.0,0.24,0.0,1.247,0.0,1.0070000000000001
2011-01-03 23:00:00,0.982,non_summer,offpeak,0.05209,2.2800000000000002,0.0,0.24,0.0,1.222,0.0,0.982
2011-01-04 00:00:00,1.057,non_summer,offpeak,0.05209,2.5200000000000005,0.0,0.24,0.0,1.297,0.0,1.057
2011-01-04 01:00:00,1.399,non_summer,offpeak,0.05209,2.7600000000000007,0.0,0.24,0.0,1.639,0.0,1.399
2011-01-04 02:00:00,1.532,non_summer,offpeak,0.05209,3.000000000000001,0.0,0.24,0.0,1.772,0.0,1.532
2011-01-04 03:00:00,1.444,non_summer,offpeak,0.05209,3.240000000000001,0.0,0.24,0.0,1.684,0.0,1.444
2011-01-04 04:00:00,1.445,non_summer,offpeak,0.05209,3.4800000000000013,0.0,0.24,0.0,1.685,0.0,1.445
2011-01-04 05:00:00,1.2750000000000001,non_summer,offpeak,0.05209,3.7200000000000015,0.0,0.24,0.0,1.5150000000000001,0.0,1.2750000000000001
2011-01-04 06:00:00,1.04,non_summer,offpeak,0.05209,3.9600000000000017,0.0,0.24,0.0,1.28,0.0,1.04
2011-01-04 07:00:00,0.843,non_summer,peak,0.18266,4.200000000000002,0.843,0.0,0.0,0.0,0.0,0.0
2011-01-04 08:00:00,0.706,non_summer,peak,0.18266,3.357000000000002,0.706,0.0,0.0,0.0,0.0,0.0
2011-01-04 09:00:00,0.663,non_summer,peak,0.18266,2.651000000000002,0.663,0.0,0.0,0.0,0.0,0.0
2011-01-04 10:00:00,0.664,non_summer,peak,0.18266,1.988000000000002,0.18800000000000217,0.0,0.47599999999999776,0.0,0.47599999999999776,0.0
2011-01-04 11:00:00,0.666,non_summer,offpeak,0.05209,1.7999999999999998,0.0,0.24,0.0,0.906,0.0,0.666
2011-01-04 12:00:00,0.726,non_summer,offpeak,0.05209,2.04,0.0,0.24,0.0,0.966,0.0,0.726
2011-01-04 13:00:00,0.871,non_summer,offpeak,0.05209,2.2800000000000002,0.0,0.24,0.0,1.111,0.0,0.871
2011-01-04 14:00:00,0.999,non_summer,offpeak,0.05209,2.5200000000000005,0.0,0.24,0.0,1.2389999999999999,0.0,0.999
2011-01-04 15:00:00,1.059,non_summer,offpeak,0.05209,2.7600000000000007,0.0,0.24,0.0,1.299,0.0,1.059
2011-01-04 16:00:00,1.0210000000000001,non_summer,offpeak,0.05209,3.000000000000001,0.0,0.24,0.0,1.2610000000000001,0.0,1.0210000000000001
2011-01-04 17:00:00,0.987,non_summer,peak,0.18266,3.240000000000001,0.987,0.0,0.0,0.0,0.0,0.0
2011-01-04 18:00:00,0.965,non_summer,peak,0.18266,2.253000000000001,0.4530000000000012,0.0,0.5119999999999987,0.0,0.5119999999999987,0.0
2011-01-04 19:00:00,0.9550000000000001,non_summer,peak,0.18266,1.7999999999999998,0.0,0.0,0.9550000000000001,0.0,0.9550000000000001,0.0
2011-01-04 20:00:00,0.934,non_summer,peak,0.18266,1.7999999999999998,0.0,0.0,0.934,0.0,0.934,0.0
2011-01-04 21:00:00,0.9,non_summer,offpeak,0.05209,1.7999999999999998,0.0,0.24,0.0,1.1400000000000001,0.0,0.9
2011-01-04 22:00:00,0.851,non_summer,offpeak,0.05209,2.04,0.0,0.24,0.0,1.091,0.0,0.851
2011-01-04 23:00:00,0.865,non_summer,offpeak,0.05209,2.2800000000000002,0.0,0.24,0.0,1.105,0.0,0.865
2011-01-05 00:00:00,0.963,non_summer,offpeak,0.05209,2.5200000000000005,0.0,0.24,0.0,1.2029999999999998,0.0,0.963
2011-01-05 01:00:00,1.2790000000000001,non_summer,offpeak,0.05209,2.7600000000000007,0.0,0.24,0.0,1.5190000000000001,0.0,1.2790000000000001
2011-01-05 02:00:00,1.472,non_summer,offpeak,0.05209,3.000000000000001,0.0,0.24,0.0,1.712,0.0,1.472
2011-01-05 03:00:00,1.458,non_summer,offpeak,0.05209,3.240000000000001,0.0,0.24,0.0,1.698,0.0,1.458
2011-01-05 04:00:00,1.354,non_summer,offpeak,0.05209,3.4800000000000013,0.0,0.24,0.0,1.594,0.0,1.354
2011-01-05 05:00:00,1.2,non_summer,offpeak,0.05209,3.7200000000000015,0.0,0.24,0.0,1.44,0.0,1.2
2011-01-05 06:00:00,1.014,non_summer,offpeak,0.05209,3.9600000000000017,0.0,0.24,0.0,1.254,0.0,1.014
2011-01-05 07:00:00,0.869,non_summer,peak,0.18266,4.200000000000002,0.869,0.0,0.0,0.0,0.0,0.0
2011-01-05 08:00:00,0.758,non_summer,peak,0.18266,3.331000000000002,0.758,0.0,0.0,0.0,0.0,0.0
2011-01-05 09:00:00,0.7030000000000001,non_summer,peak,0.18266,2.573000000000002,0.7030000000000001,0.0,0.0,0.0,0.0,0.0
2011-01-05 10:00:00,0.6890000000000001,non_summer,peak,0.18266,1.870000000000002,0.07000000000000228,0.0,0.6189999999999978,0.0,0.6189999999999978,0.0
2011-01-05 11:00:00,0.664,non_summer,offpeak,0.05209,1.7999999999999998,0.0,0.24,0.0,0.904,0.0,0.664
2011-01-05 12:00:00,0.713,non_summer,offpeak,0.05209,2.04,0.0,0.24,0.0,0.953,0.0,0.713
2011-01-05 13:00:00,0.904,non_summer,offpeak,0.05209,2.2800000000000002,0.0,0.24,0.0,1.1440000000000001,0.0,0.904
2011-01-05 14:00:00,1.07,non_summer,offpeak,0.05209,2.5200000000000005,0.0,0.24,0.0,1.31,0.0,1.07
2011-01-05 15:00:00,1.085,non_summer,offpeak,0.05209,2.7600000000000007,0.0,0.24,0.0,1.325,0.0,1.085
2011-01-05 16:00:00,0.9400000000000001,non_summer,offpeak,0.05209,3.000000000000001,0.0,0.24,0.0,1.1800000000000002,0.0,0.9400000000000001
2011-01-05 17:00:00,0.92,non_summer,peak,0.18266,3.240000000000001,0.92,0.0,0.0,0.0,0.0,0.0
2011-01-05 18:00:00,0.92,non_summer,peak,0.18266,2.320000000000001,0.5200000000000014,0.0,0.3999999999999986,0.0,0.3999999999999986,0.0
2011-01-05 19:00:00,0.851,non_summer,peak,0.18266,1.7999999999999998,0.0,0.0,0.851,0.0,0.851,0.0
2011-01-05 20:00:00,0.847,non_summer,peak,0.18266,1.7999999999999998,0.0,0.0,0.847,0.0,0.847,0.0
2011-01-05 21:00:00,0.81,non_summer,offpeak,0.05209,1.7999999999999998,0.0,0.24,0.0,1.05,0.0,0.81
2011-01-05 22:00:00,0.785,non_summer,offpeak,0.05209,2.04,0.0,0.24,0.0,1.025,0.0,0.785
2011-01-05 23:00:00,0.801,non_summer,offpeak,0.05209,2.2800000000000002,0.0,0.24,0.0,1.041,0.0,0.801
2011-01-06 00:00:00,0.906,non_summer,offpeak,0.05209,2.5200000000000005,0.0,0.24,0.0,1.146,0.0,0.906
2011-01-06 01:00:00,1.311,non_summer,offpeak,0.05209,2.7600000000000007,0.0,0.24,0.0,1.551,0.0,1.311
2011-01-06 02:00:00,1.429,non_summer,offpeak,0.05209,3.000000000000001,0.0,0.24,0.0,1.669,0.0,1.429
2011-01-06 03:00:00,1.383,non_summer,offpeak,0.05209,3.240000000000001,0.0,0.24,0.0,1.623,0.0,1.383
2011-01-06 04:00:00,1.36,non_summer,offpeak,0.05209,3.4800000000000013,0.0,0.24,0.0,1.6,0.0,1.36
2011-01-06 05:00:00,1.161,non_summer,offpeak,0.05209,3.7200000000000015,0.0,0.24,0.0,1.401,0.0,1.161
2011-01-06 06:00:00,1.025,non_summer,offpeak,0.05209,3.9600000000000017,0.0,0.24,0.0,1.265,0.0,1.025
2011-01-06 07:00:00,0.8210000000000001,non_summer,peak,0.18266,4.200000000000002,0.8210000000000001,0.0,0.0,0.0,0.0,0.0
2011-01-06 08:00:00,0.705,non_summer,peak,0.18266,3.379000000000002,0.705,0.0,0.0,0.0,0.0,0.0
2011-01-06 09:00:00,0.652,non_summer,peak,0.18266,2.6740000000000017,0.652,0.0,0.0,0.0,0.0,0.0
2011-01-06 10:00:00,0.651,non_summer,peak,0.18266,2.0220000000000016,0.22200000000000175,0.0,0.42899999999999827,0.0,0.42899999999999827,0.0
2011-01-06 11:00:00,0.65,non_summer,offpeak,0.05209,1.7999999999999998,0.0,0.24,0.0,0.89,0.0,0.65
2011-01-06 12:00:00,0.6990000000000001,non_summer,offpeak,0.05209,2.04,0.0,0.24,0.0,0.9390000000000001,0.0,0.6990000000000001
2011-01-06 13:00:00,0.906,non_summer,offpeak,0.05209,2.2800000000000002,0.0,0.24,0.0,1.146,0.0,0.906
2011-01-06 14:00:00,1.036,non_summer,offpeak,0.05209,2.5200000000000005,0.0,0.24,0.0,1.276,0.0,1.036
2011-01-06 15:00:00,1.051,non_summer,offpeak,0.05209,2.7600000000000007,0.0,0.24,0.0,1.291,0.0,1.051
2011-01-06 16:00:00,0.992,non_summer,offpeak,0.05209,3.000000000000001,0.0,0.24,0.0,1.232,0.0,0.992
2011-01-06 17:00:00,0.917,non_summer,peak,0.18266,3.240000000000001,0.917,0.0,0.0,0.0,0.0,0.0
2011-01-06 18:00:00,0.893,non_summer,peak,0.18266,2.3230000000000013,0.5230000000000015,0.0,0.36999999999999855,0.0,0.36999999999999855,0.0
2011-01-06 19:00:00,0.9,non_summer,peak,0.18266,1.7999999999999998,0.0,0.0,0.9,0.0,0.9,0.0
2011-01-06 20:00:00,0.885,non_summer,peak,0.18266,1.7999999999999998,0.0,0.0,0.885,0.0,0.885,0.0
2011-01-06 21:00:00,0.8320000000000001,non_summer,offpeak,0.05209,1.7999999999999998,0.0,0.24,0.0,1.072,0.0,0.8320000000000001
2011-01-06 22:00:00,0.809,non_summer,offpeak,0.05209,2.04,0.0,0.24,0.0,1.049,0.0,0.809
2011-01-06 23:00:00,0.834,non_summer,offpeak,0.05209,2.2800000000000002,0.0,0.24,0.0,1.0739999999999998,0.0,0.834
2011-01-07 00:00:00,0.965,non_summer,offpeak,0.05209,2.5200000000000005,0.0,0.24,0.0,1.205,0.0,0.965
2011-01-07 01:00:00,1.341,non_summer,offpeak,0.05209,2.7600000000000007,0.0,0.24,0.0,1.581,0.0,1.341
2011-01-07 02:00:00,1.482,non_summer,offpeak,0.05209,3.000000000000001,0.0,0.24,0.0,1.722,0.0,1.482
2011-01-07 03:00:00,1.434,non_summer,offpeak,0.05209,3.240000000000001,0.0,0.24,0.0,1.674,0.0,1.434
2011-01-07 04:00:00,1.3840000000000001,non_summer,offpeak,0.05209,3.4800000000000013,0.0,0.24,0.0,1.624,0.0,1.3840000000000001
2011-01-07 05:00:00,1.196,non_summer,offpeak,0.05209,3.7200000000000015,0.0,0.24,0.0,1.436,0.0,1.196
2011-01-07 06:00:00,1.031,non_summer,offpeak,0.05209,3.9600000000000017,0.0,0.24,0.0,1.271,0.0,1.031
2011-01-07 07:00:00,0.852,non_summer,peak,0.18266,4.200000000000002,0.852,0.0,0.0,0.0,0.0,0.0
2011-01-07 08:00:00,0.759,non_summer,peak,0.18266,3.348000000000002,0.759,0.0,0.0,0.0,0.0,0.0
2011-01-07 09:00:00,0.705,non_summer,peak,0.18266,2.589000000000002,0.705,0.0,0.0,0.0,0.0,0.0
2011-01-07 10:00:00,0.685,non_summer,peak,0.18266,1.8840000000000021,0.0840000000000023,0.0,0.6009999999999978,0.0,0.6009999999999978,0.0
2011-01-07 11:00:00,0.673,non_summer,offpeak,0.05209,1.7999999999999998,0.0,0.24,0.0,0.913,0.0,0.673
2011-01-07 12:00:00,0.715,non_summer,offpeak,0.05209,2.04,0.0,0.24,0.0,0.955,0.0,0.715
2011-01-07 13:00:00,0.885,non_summer,offpeak,0.05209,2.2800000000000002,0.0,0.24,0.0,1.125,0.0,0.885
2011-01-07 14:00:00,1.114,non_summer,offpeak,0.05209,2.5200000000000005,0.0,0.24,0.0,1.354,0.0,1.114
2011-01-07 15:00:00,1.105,non_summer,offpeak,0.05209,2.7600000000000007,0.0,0.24,0.0,1.345,0.0,1.105
2011-01-07 16:00:00,0.979,non_summer,offpeak,0.05209,3.000000000000001,0.0,0.24,0.0,1.2189999999999999,0.0,0.979
2011-01-07 17:00:00,0.97,non_summer,peak,0.18266,3.240000000000001,0.97,0.0,0.0,0.0,0.0,0.0
2011-01-07 18:00:00,0.9550000000000001,non_summer,peak,0.18266,2.2700000000000014,0.4700000000000015,0.0,0.48499999999999854,0.0,0.48499999999999854,0.0
2011-01-07 19:00:00,0.9500000000000001,non_summer,peak,0.18266,1.7999999999999998,0.0,0.0,0.9500000000000001,0.0,0.9500000000000001,0.0
2011-01-07 20:00:00,0.932,non_summer,peak,0.18266,1.7999999999999998,0.0,0.0,0.932,0.0,0.932,0.0
2011-01-07 21:00:00,0.863,non_summer,offpeak,0.05209,1.7999999999999998,0.0,0.24,0.0,1.103,0.0,0.863
2011-01-07 22:00:00,0.882,non_summer,offpeak,0.05209,2.04,0.0,0.24,0.0,1.1219999999999999,0.0,0.882
2011-01-07 23:00:00,0.869,non_summer,offpeak,0.05209,2.2800000000000002,0.0,0.24,0.0,1.109,0.0,0.869
2011-01-08 00:00:00,0.983,non_summer,offpeak,0.05209,2.5200000000000005,0.0,0.24,0.0,1.2229999999999999,0.0,0.983
2011-01-08 01:00:00,1.343,non_summer,offpeak,0.05209,2.7600000000000007,0.0,0.24,0.0,1.583,0.0,1.343
2011-01-08 02:00:00,1.422,non_summer,offpeak,0.05209,3.000000000000001,0.0,0.24,0.0,1.662,0.0,1.422
2011-01-08 03:00:00,1.4040000000000001,non_summer,offpeak,0.05209,3.240000000000001,0.0,0.24,0.0,1.6440000000000001,0.0,1.4040000000000001
2011-01-08 04:00:00,1.331,non_summer,offpeak,0.05209,3.4800000000000013,0.0,0.24,0.0,1.571,0.0,1.331
2011-01-08 05:00:00,1.2630000000000001,non_summer,offpeak,0.05209,3.7200000000000015,0.0,0.24,0.0,1.5030000000000001,0.0,1.2630000000000001
2011-01-08 06:00:00,1.121,non_summer,offpeak,0.05209,3.9600000000000017,0.0,0.24,0.0,1.361,0.0,1.121
2011-01-08 07:00:00,0.927,non_summer,offpeak,0.05209,4.200000000000002,0.0,0.24,0.0,1.167,0.0,0.927
2011-01-08 08:00:00,0.807,non_summer,offpeak,0.05209,4.440000000000002,0.0,0.24,0.0,1.0470000000000002,0.0,0.807
2011-01-08 09:00:00,0.731,non_summer,offpeak,0.05209,4.680000000000002,0.0,0.24,0.0,0.971,0.0,0.731
2011-01-08 10:00:00,0.675,non_summer,offpeak,0.05209,4.920000000000003,0.0,0.24,0.0,0.915,0.0,0.675
2011-01-08 11:00:00,0.676,non_summer,offpeak,0.05209,5.160000000000003,0.0,0.24,0.0,0.916,0.0,0.676
2011-01-08 12:00:00,0.719,non_summer,offpeak,0.05209,5.400000000000003,0.0,0.24,0.0,0.959,0.0,0.719
2011-01-08 13:00:00,0.873,non_summer,offpeak,0.05209,5.640000000000003,0.0,0.24,0.0,1.113,0.0,0.873
2011-01-08 14:00:00,1.044,non_summer,offpeak,0.05209,5.8800000000000034,0.0,0.11999999999999655,0.0,1.1639999999999966,0.0,1.044
2011-01-08 15:00:00,1.048,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.048,0.0,1.048
2011-01-08 16:00:00,0.995,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.995,0.0,0.995
2011-01-08 17:00:00,0.967,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.967,0.0,0.967
2011-01-08 18:00:00,0.937,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.937,0.0,0.937
2011-01-08 19:00:00,0.926,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.926,0.0,0.926
2011-01-08 20:00:00,0.915,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.915,0.0,0.915
2011-01-08 21:00:00,0.88,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.88,0.0,0.88
2011-01-08 22:00:00,0.84,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.84,0.0,0.84
2011-01-08 23:00:00,0.84,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.84,0.0,0.84
2011-01-09 00:00:00,0.9460000000000001,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.9460000000000001,0.0,0.9460000000000001
2011-01-09 01:00:00,1.231,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.231,0.0,1.231
2011-01-09 02:00:00,1.426,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.426,0.0,1.426
2011-01-09 03:00:00,1.387,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.387,0.0,1.387
2011-01-09 04:00:00,1.342,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.342,0.0,1.342
2011-01-09 05:00:00,1.266,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.266,0.0,1.266
2011-01-09 06:00:00,1.08,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.08,0.0,1.08
2011-01-09 07:00:00,0.916,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.916,0.0,0.916
2011-01-09 08:00:00,0.807,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.807,0.0,0.807
2011-01-09 09:00:00,0.747,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.747,0.0,0.747
2011-01-09 10:00:00,0.6980000000000001,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.6980000000000001,0.0,0.6980000000000001
2011-01-09 11:00:00,0.681,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.681,0.0,0.681
2011-01-09 12:00:00,0.7030000000000001,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.7030000000000001,0.0,0.7030000000000001
2011-01-09 13:00:00,0.893,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.893,0.0,0.893
2011-01-09 14:00:00,0.969,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.969,0.0,0.969
2011-01-09 15:00:00,1.024,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.024,0.0,1.024
2011-01-09 16:00:00,1.08,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.08,0.0,1.08
2011-01-09 17:00:00,1.172,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.172,0.0,1.172
2011-01-09 18:00:00,1.176,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.176,0.0,1.176
2011-01-09 19:00:00,1.124,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.124,0.0,1.124
2011-01-09 20:00:00,1.092,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.092,0.0,1.092
2011-01-09 21:00:00,0.998,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.998,0.0,0.998
2011-01-09 22:00:00,0.9430000000000001,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.9430000000000001,0.0,0.9430000000000001
2011-01-09 23:00:00,0.9580000000000001,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,0.9580000000000001,0.0,0.9580000000000001
2011-01-10 00:00:00,1.036,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.036,0.0,1.036
2011-01-10 01:00:00,1.325,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.325,0.0,1.325
2011-01-10 02:00:00,1.459,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.459,0.0,1.459
2011-01-10 03:00:00,1.372,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.372,0.0,1.372
2011-01-10 04:00:00,1.34,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.34,0.0,1.34
2011-01-10 05:00:00,1.227,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.227,0.0,1.227
2011-01-10 06:00:00,1.056,non_summer,offpeak,0.05209,6.0,0.0,0.0,0.0,1.056,0.0,1.056
